Place of interest,Station location,BiciMAD station,Station location,Indications
Instalación Deportiva Municipal Básica Santa Petronila,CARRETERA ANDALUCIA S/N SANTA PETRONILA,Embajadores 191,Calle Sodio nº 1B,"https://www.google.com/maps/dir/40.348326631620154,-3.6921658727994773/40.389258643579105,-3.6903589643353483/@40.348326631620154,-3.6921658727994773,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6921658727994773!2d40.348326631620154!1m0!3e2"
Instalación Deportiva Municipal Básica Santa Rita,CALLE ALBA DE TORMES 2,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.379320040842394,-3.7426675730199714/40.398247,-3.716591/@40.379320040842394,-3.7426675730199714,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7426675730199714!2d40.379320040842394!1m0!3e2"
Instalación Deportiva Municipal Básica Santa Virgilia,CALLE SANTA VIRGILIA 17 posterior,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.47677211929309,-3.641609789568702/40.44370542379883,-3.648958444298144/@40.47677211929309,-3.641609789568702,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.641609789568702!2d40.47677211929309!1m0!3e2"
Instalación Deportiva Municipal Básica Santuario de Valverde (Montecarmenlo),AVENIDA SANTUARIO DE VALVERDE 41,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.50715972029972,-3.6974983196434885/40.481086,-3.688463/@40.50715972029972,-3.6974983196434885,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6974983196434885!2d40.50715972029972!1m0!3e2"
Instalación Deportiva Municipal Básica Sepúlveda,CALLE SEPULVEDA 220,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.39882022766974,-3.755867569618557/40.40913630273305,-3.728533714316331/@40.39882022766974,-3.755867569618557,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.755867569618557!2d40.39882022766974!1m0!3e2"
Instalación Deportiva Municipal Básica Seseña,"CALLE SESEÑA 2 c/v Calle Valmojado, 2",Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.397645805419295,-3.757739811336285/40.40913630273305,-3.728533714316331/@40.397645805419295,-3.757739811336285,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.757739811336285!2d40.397645805419295!1m0!3e2"
Instalación Deportiva Municipal Básica Sierra Elvira,CALLE SIERRA ELVIRA 37 Posterior,Doctor Lozano,Calle Sierra Toledana nº 33,"https://www.google.com/maps/dir/40.405143493963116,-3.660433235882449/40.40248333540473,-3.660188083470652/@40.405143493963116,-3.660433235882449,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.660433235882449!2d40.405143493963116!1m0!3e2"
Instalación Deportiva Municipal Básica Sierra del Valle,CALLE ARROYO DEL OLIVAR s/n c/v Sierra del Valle,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.3906112368466,-3.6589598359613476/40.39382977920336,-3.6659362429356372/@40.3906112368466,-3.6589598359613476,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6589598359613476!2d40.3906112368466!1m0!3e2"
Instalación Deportiva Municipal Básica Sinesio Delgado,CALLE ISLA DE OZA 61,Francos Rodríguez,Calle Francos Rodríguez nº 62,"https://www.google.com/maps/dir/40.46387990945949,-3.7211400901596057/40.45673408797698,-3.708002730875242/@40.46387990945949,-3.7211400901596057,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7211400901596057!2d40.46387990945949!1m0!3e2"
Instalación Deportiva Municipal Básica Soto Hidalgo,CALLE RIAÑO 1,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.46124483748552,-3.5794097699469845/40.429706,-3.640994/@40.46124483748552,-3.5794097699469845,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.5794097699469845!2d40.46124483748552!1m0!3e2"
Instalación Deportiva Municipal Básica Talbot,CALLE TALBOT 3,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.36591698103636,-3.7107313882829795/40.38895,-3.70017/@40.36591698103636,-3.7107313882829795,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7107313882829795!2d40.36591698103636!1m0!3e2"
Instalación Deportiva Municipal Básica Telémaco,CALLE TELEMACO s/n,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.44742577488327,-3.63909008577834/40.44370542379883,-3.648958444298144/@40.44742577488327,-3.63909008577834,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.63909008577834!2d40.44742577488327!1m0!3e2"
Instalación Deportiva Municipal Básica Tercio Terol,CALLE CHINDASVINTO  c/v Tulga,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.39473217663556,-3.728885688549131/40.398247,-3.716591/@40.39473217663556,-3.728885688549131,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.728885688549131!2d40.39473217663556!1m0!3e2"
Instalación Deportiva Municipal Básica Torrelaguna (La Colina),CALLE TORRELAGUNA  esq. Normas,Condesa de Venadito,Calle Condesa de Venadito nº 2,"https://www.google.com/maps/dir/40.453221291412646,-3.6610334457155886/40.44315,-3.65741/@40.453221291412646,-3.6610334457155886,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6610334457155886!2d40.453221291412646!1m0!3e2"
Instalación Deportiva Municipal Básica Torrespaña - Fuente del Berro,CALLE NUDO M-30 C/V ALCALDE SAINZ DE BARANDA 94,Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,"https://www.google.com/maps/dir/40.42129422167342,-3.6608740643380497/40.4250833,-3.6615277/@40.42129422167342,-3.6608740643380497,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6608740643380497!2d40.42129422167342!1m0!3e2"
Instalación Deportiva Municipal Básica Tres Olivos I Pádel,CALLE CUEVA DE MONTESINOS 27,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.49896370465188,-3.6908807947318545/40.481086,-3.688463/@40.49896370465188,-3.6908807947318545,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6908807947318545!2d40.49896370465188!1m0!3e2"
Instalación Deportiva Municipal Básica Tres Olivos II,AVENIDA CAMPO DE CALATRAVA 3 c/v Alonso Quijano y Afueras a Valverde,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.500490781292115,-3.6934087819699295/40.481086,-3.688463/@40.500490781292115,-3.6934087819699295,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6934087819699295!2d40.500490781292115!1m0!3e2"
Instalación Deportiva Municipal Básica Tribaldos,CALLE TRIBALDOS 37 junto a la iglesia,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.46705463815002,-3.6394058625072554/40.44370542379883,-3.648958444298144/@40.46705463815002,-3.6394058625072554,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6394058625072554!2d40.46705463815002!1m0!3e2"
Instalación Deportiva Municipal Básica Tribaldos II,CALLE TRIBALDOS 34,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.467706247348325,-3.6356019707978606/40.44370542379883,-3.648958444298144/@40.467706247348325,-3.6356019707978606,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6356019707978606!2d40.467706247348325!1m0!3e2"
Instalación Deportiva Municipal Básica Trinquete,CALLE VELACHO BAJO 3,Pío XII,Avenida Pío XII nº 3,"https://www.google.com/maps/dir/40.472578003657866,-3.658209520963392/40.46041,-3.67712/@40.472578003657866,-3.658209520963392,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.658209520963392!2d40.472578003657866!1m0!3e2"
Instalación Deportiva Municipal Básica UVA Pan Bendito,UVA PAN BENDITO ,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.37554043596684,-3.734957451227099/40.398247,-3.716591/@40.37554043596684,-3.734957451227099,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.734957451227099!2d40.37554043596684!1m0!3e2"
Instalación Deportiva Municipal Básica UVA de Vallecas,CALLE MONTE DE MONTJUICH 9 C/ Sierra Gorda,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.380551636449354,-3.6158152393748777/40.400368,-3.634587/@40.380551636449354,-3.6158152393748777,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6158152393748777!2d40.380551636449354!1m0!3e2"
Instalación Deportiva Municipal Básica Urbanización Arroyo del Santo,AVENIDA PRUNOS 100,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.454070707473555,-3.6179726170504694/40.44370542379883,-3.648958444298144/@40.454070707473555,-3.6179726170504694,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6179726170504694!2d40.454070707473555!1m0!3e2"
Instalación Deportiva Municipal Básica Urbis,AVENIDA DOCTOR GARCIA TAPIA 117 esquina Avd. Moratalaz,Marroquina,Calle Camino de los Vinateros nº 108,"https://www.google.com/maps/dir/40.41116588362631,-3.6420705862194347/40.408264,-3.646697/@40.41116588362631,-3.6420705862194347,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6420705862194347!2d40.41116588362631!1m0!3e2"
Instalación Deportiva Municipal Básica Valdebernardo,CALLE CORDEL DE PAVONES 9,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.400339802874626,-3.6184112605195162/40.400368,-3.634587/@40.400339802874626,-3.6184112605195162,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6184112605195162!2d40.400339802874626!1m0!3e2"
Instalación Deportiva Municipal Básica Valdelasierra,CALLE VALDELASIERRA 7,Madrid Río-Yeserías,Paseo de Yeserías nº 45,"https://www.google.com/maps/dir/40.39791145116776,-3.7058004250760788/40.3974444,-3.7065277/@40.39791145116776,-3.7058004250760788,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7058004250760788!2d40.39791145116776!1m0!3e2"
Instalación Deportiva Municipal Básica Valderriba,AVENIDA GRAN VIA DEL ESTE 14,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.401249355834835,-3.5979267062108393/40.400368,-3.634587/@40.401249355834835,-3.5979267062108393,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.5979267062108393!2d40.401249355834835!1m0!3e2"
Instalación Deportiva Municipal Básica Valderromán,CALLE VALDERROMAN 22,Francos Rodríguez,Calle Francos Rodríguez nº 62,"https://www.google.com/maps/dir/40.470812884486634,-3.7217686807231587/40.45673408797698,-3.708002730875242/@40.470812884486634,-3.7217686807231587,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7217686807231587!2d40.470812884486634!1m0!3e2"
Instalación Deportiva Municipal Básica Valdetorres,"CALLE VALDETORRES DE JARAMA 29 Estrecho Ormuz, 6",Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.47058975661767,-3.6436271096508284/40.44370542379883,-3.648958444298144/@40.47058975661767,-3.6436271096508284,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6436271096508284!2d40.47058975661767!1m0!3e2"
Instalación Deportiva Municipal Básica Valdeyeros,CALLE ROSALIA DE CASTRO 77,Facultad Derecho,Avenida Complutense nº 23,"https://www.google.com/maps/dir/40.483873867477364,-3.7306867873299594/40.45109,-3.72937/@40.483873867477364,-3.7306867873299594,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7306867873299594!2d40.483873867477364!1m0!3e2"
Instalación Deportiva Municipal Básica Valle Inclán,CALLE VALLE INCLÁN  C/V Aldeanueva de la Vera,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.37843087041222,-3.773851914617546/40.40913630273305,-3.728533714316331/@40.37843087041222,-3.773851914617546,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.773851914617546!2d40.37843087041222!1m0!3e2"
Instalación Deportiva Municipal Básica Vereda de Ganapanes,CALLE BECERREA 4 c/v Sinesio Delgado,Francos Rodríguez,Calle Francos Rodríguez nº 62,"https://www.google.com/maps/dir/40.471317409058955,-3.7130564782441233/40.45673408797698,-3.708002730875242/@40.471317409058955,-3.7130564782441233,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7130564782441233!2d40.471317409058955!1m0!3e2"
Instalación Deportiva Municipal Básica Via Lusitana,CALLE VIA LUSITANA 19 Parque Sur,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.37751706497499,-3.7286883543217897/40.398247,-3.716591/@40.37751706497499,-3.7286883543217897,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7286883543217897!2d40.37751706497499!1m0!3e2"
Instalación Deportiva Municipal Básica Villa de Pons - Avenida de San Luis,AVENIDA SAN LUIS 23,Pío XII,Avenida Pío XII nº 3,"https://www.google.com/maps/dir/40.47152762204448,-3.654689432548898/40.46041,-3.67712/@40.47152762204448,-3.654689432548898,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.654689432548898!2d40.47152762204448!1m0!3e2"
Instalación Deportiva Municipal Básica Villabona,CALLE VILLABONA 4,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.36884826418275,-3.7145784474448007/40.38895,-3.70017/@40.36884826418275,-3.7145784474448007,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7145784474448007!2d40.36884826418275!1m0!3e2"
Instalación Deportiva Municipal Básica Villalonso,CALLE VILLALONSO 8,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.34963625511252,-3.7079934408457023/40.38895,-3.70017/@40.34963625511252,-3.7079934408457023,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7079934408457023!2d40.34963625511252!1m0!3e2"
Instalación Deportiva Municipal Básica Virgen de la Estrella,PLAZUELA VIRGEN DE LA ESTRELLA 1,Niño Jesús,Calle Doctor Esquerdo nº 161,"https://www.google.com/maps/dir/40.408549764339305,-3.668127133397626/40.4084556,-3.6697526/@40.408549764339305,-3.668127133397626,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.668127133397626!2d40.408549764339305!1m0!3e2"
Instalación Deportiva Municipal Básica Virgen del Cortijo,CALLE OÑA 18,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.4896891338737,-3.662689114816123/40.47938,-3.68532/@40.4896891338737,-3.662689114816123,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.662689114816123!2d40.4896891338737!1m0!3e2"
Instalación Deportiva Municipal Básica Vital Aza,CALLE VITAL AZA  esq. Ezequiel Solana,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.43077285384415,-3.644721019010737/40.429706,-3.640994/@40.43077285384415,-3.644721019010737,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.644721019010737!2d40.43077285384415!1m0!3e2"
Instalación Deportiva Municipal Básica Yeseros,CALLE YESEROS 1 c/v Calle Maquinilla,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.38139501897959,-3.629842097739682/40.400368,-3.634587/@40.38139501897959,-3.629842097739682,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.629842097739682!2d40.38139501897959!1m0!3e2"
Instalación Deportiva Municipal Básica Yeserías I,PASEO YESERIAS 1,Pirámides,Calle Toledo nº 181,"https://www.google.com/maps/dir/40.40060409154897,-3.712719914790534/40.4016111,-3.7138055/@40.40060409154897,-3.712719914790534,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.712719914790534!2d40.40060409154897!1m0!3e2"
Instalación Deportiva Municipal Básica Zazuar,CALLE ZAZUAR 1 c/v Avda. Mediterráneo,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.38257934400676,-3.6054546139177392/40.400368,-3.634587/@40.38257934400676,-3.6054546139177392,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6054546139177392!2d40.38257934400676!1m0!3e2"
Instalación Deportiva Municipal Básica Zofío,CALLE RICARDO BELTRAN Y ROZPIDE 12,San Delfín,Calle San Delfín nº 9,"https://www.google.com/maps/dir/40.38074653650551,-3.7179320569800733/40.39440607959559,-3.7080429728445563/@40.38074653650551,-3.7179320569800733,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7179320569800733!2d40.38074653650551!1m0!3e2"
Instalación Deportiva Municipal Básica de Ribadeo y Verín,PLAZAS INTERIORES ENTRE PLAZA RIBADEO 1 Y PLAZA VERIN,Remonta,Calle Azucenas nº 1,"https://www.google.com/maps/dir/40.47758381895994,-3.7107514580551744/40.4630277,-3.6973333/@40.47758381895994,-3.7107514580551744,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7107514580551744!2d40.47758381895994!1m0!3e2"
Instalación Deportiva Municipal Básica del Poblado Dirigido (Olesa de Montserrat),AVENIDA CARDENAL HERRERA ORIA 108,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.49063911016057,-3.6942277563623516/40.481086,-3.688463/@40.49063911016057,-3.6942277563623516,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6942277563623516!2d40.49063911016057!1m0!3e2"
Instalación Deportiva Municipal Básica paseo de la Vaguada,PASEO VAGUADA 13,Remonta,Calle Azucenas nº 1,"https://www.google.com/maps/dir/40.48016602497203,-3.7112978051427574/40.4630277,-3.6973333/@40.48016602497203,-3.7112978051427574,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7112978051427574!2d40.48016602497203!1m0!3e2"
Instalación Deportiva Municipal Básica poblado de Santa Ana,CALLE Braille 15,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.49452475361937,-3.6946653699300733/40.481086,-3.688463/@40.49452475361937,-3.6946653699300733,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6946653699300733!2d40.49452475361937!1m0!3e2"
Instalación Deportiva Municipal Canal de Remo Puente de la Princesa,PASARELA SUR DEL PUENTE DE LA PRINCESA ,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.38826046424135,-3.697263762189049/40.38895,-3.70017/@40.38826046424135,-3.697263762189049,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.697263762189049!2d40.38826046424135!1m0!3e2"
Instalación Deportiva Municipal Embajadores M-30,CALLE PUERTO DE LA CRUZ VERDE 29,Embajadores 191,Calle Sodio nº 1B,"https://www.google.com/maps/dir/40.38418473435094,-3.685817452497564/40.389258643579105,-3.6903589643353483/@40.38418473435094,-3.685817452497564,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.685817452497564!2d40.38418473435094!1m0!3e2"
Instalación Deportiva Municipal Nave de Terneras,PASEO CHOPERA 10,Entrada Matadero,Paseo de la Chopera nº 14,"https://www.google.com/maps/dir/40.3933877847248,-3.698565632659468/40.3928821,-3.6975708/@40.3933877847248,-3.698565632659468,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.698565632659468!2d40.3933877847248!1m0!3e2"
Instalación Deportiva Municipal Parque Calle Vado,CALLE ANTONIO LOPEZ 189 c/v Vado,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.38577014172646,-3.6964015906346614/40.38895,-3.70017/@40.38577014172646,-3.6964015906346614,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6964015906346614!2d40.38577014172646!1m0!3e2"
Instalación Deportiva Municipal Parque Lineal del Manzanares Victoriano González,CALLE EMBAJADORES 324,Embajadores 191,Calle Sodio nº 1B,"https://www.google.com/maps/dir/40.373834574469036,-3.6826926059178593/40.389258643579105,-3.6903589643353483/@40.373834574469036,-3.6826926059178593,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6826926059178593!2d40.373834574469036!1m0!3e2"
Instalación Deportiva Municipal Puente de Praga,AVENIDA MANZANARES 176,San Delfín,Calle San Delfín nº 9,"https://www.google.com/maps/dir/40.39522836906418,-3.707009644057296/40.39440607959559,-3.7080429728445563/@40.39522836906418,-3.707009644057296,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.707009644057296!2d40.39522836906418!1m0!3e2"
Instalación Deportiva Municipal Pádel  Marqués de Monistrol,CALLE RIBERA DEL MANZANARES 1,Paseo de la Florida,Paseo de la Florida nº 8,"https://www.google.com/maps/dir/40.42217047822115,-3.7244049640242287/40.4219665,-3.7224983/@40.42217047822115,-3.7244049640242287,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7244049640242287!2d40.42217047822115!1m0!3e2"
Instalación Deportiva Municipal Rocódromo 'Roc 30',AVENIDA MANZANARES 108,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.39927267070148,-3.718824070151145/40.398247,-3.716591/@40.39927267070148,-3.718824070151145,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.718824070151145!2d40.39927267070148!1m0!3e2"
Parque Lineal UZI 0.06 Arroyofresno,CALLE MARIA DE MAEZTU 1,Facultad Derecho,Avenida Complutense nº 23,"https://www.google.com/maps/dir/40.487146568534655,-3.7328626701094403/40.45109,-3.72937/@40.487146568534655,-3.7328626701094403,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7328626701094403!2d40.487146568534655!1m0!3e2"
Pista de Patinaje Paco de Lucía,AUDITORIO PACO DE LUCIA ,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.38527831238433,-3.7641552216270435/40.40913630273305,-3.728533714316331/@40.38527831238433,-3.7641552216270435,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7641552216270435!2d40.38527831238433!1m0!3e2"
Pista de petanca Centro de Mayores La Vaguada,AVENIDA MONFORTE DE LEMOS 36,Remonta,Calle Azucenas nº 1,"https://www.google.com/maps/dir/40.47903297218874,-3.7082641886598307/40.4630277,-3.6973333/@40.47903297218874,-3.7082641886598307,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7082641886598307!2d40.47903297218874!1m0!3e2"
